player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,full_name,tour,player_key
105589,Gerald,Melzer,L,19900713.0,AUT,188.0,Q1509951,Gerald Melzer,ATP,ATP_105589
105583,Dusan,Lajovic,R,19900630.0,SRB,183.0,Q551295,Dusan Lajovic,ATP,ATP_105583
105577,Vasek,Pospisil,R,19900623.0,CAN,193.0,Q440531,Vasek Pospisil,ATP,ATP_105577
105575,Ricardas,Berankis,R,19900621.0,LTU,175.0,Q557827,Ricardas Berankis,ATP,ATP_105575
105561,Alessandro,Giannessi,L,19900530.0,ITA,185.0,Q304117,Alessandro Giannessi,ATP,ATP_105561
200336,Trent,Bryde,R,19990824.0,USA,183.0,Q107639000,Trent Bryde,ATP,ATP_200336
200335,Felipe,Meligeni Alves,R,19980219.0,BRA,185.0,Q26924390,Felipe Meligeni Alves,ATP,ATP_200335
105554,Daniel,Evans,R,19900523.0,GBR,175.0,Q4847264,Daniel Evans,ATP,ATP_105554
105550,Guido,Pella,L,19900517.0,ARG,183.0,Q336862,Guido Pella,ATP,ATP_105550
200374,Nicolas,Alvarez Varona,R,20010518.0,ESP,188.0,Q60238563,Nicolas Alvarez Varona,ATP,ATP_200374
105539,Evgeny,Donskoy,R,19900509.0,RUS,185.0,Q619669,Evgeny Donskoy,ATP,ATP_105539
105526,Jan Lennard,Struff,R,19900425.0,GER,193.0,Q1681537,Jan Lennard Struff,ATP,ATP_105526
200385,Dan,Added,R,19990413.0,FRA,183.0,Q67767005,Dan Added,ATP,ATP_200385
200384,Hugo,Gaston,L,20000926.0,FRA,173.0,Q47483451,Hugo Gaston,ATP,ATP_200384
105512,Alexander,Sarkissian,R,19900403.0,USA,191.0,Q20643204,Alexander Sarkissian,ATP,ATP_105512
200390,Kacper,Zuk,R,19990121.0,POL,183.0,Q81106204,Kacper Zuk,ATP,ATP_200390
105487,Facundo,Bagnis,L,19900227.0,ARG,183.0,Q1391764,Facundo Bagnis,ATP,ATP_105487
110536,Kevin,King,L,19910228.0,USA,191.0,Q15707484,Kevin King,ATP,ATP_110536
200416,August,Holmgren,R,19980422.0,DEN,188.0,Q55587289,August Holmgren,ATP,ATP_200416
105477,Marco,Trungelliti,R,19900131.0,ARG,178.0,Q3183203,Marco Trungelliti,ATP,ATP_105477
200436,Zsombor,Piros,R,19991013.0,HUN,180.0,Q28539570,Zsombor Piros,ATP,ATP_200436
105453,Kei,Nishikori,R,19891229.0,JPN,178.0,Q311222,Kei Nishikori,ATP,ATP_105453
110602,Dennis,Novak,R,19930828.0,AUT,183.0,Q16942082,Dennis Novak,ATP,ATP_110602
105449,Steve,Johnson,R,19891224.0,USA,188.0,Q53569,Steve Johnson,ATP,ATP_105449
100644,Alexander,Zverev,R,19970420.0,GER,198.0,Q13990552,Alexander Zverev,ATP,ATP_100644
105441,John Patrick,Smith,L,19890124.0,AUS,188.0,Q559777,John Patrick Smith,ATP,ATP_105441
105432,Prajnesh,Gunneswaran,L,19891112.0,IND,188.0,Q29210278,Prajnesh Gunneswaran,ATP,ATP_105432
105430,Radu,Albot,R,19891111.0,MDA,175.0,Q7281705,Radu Albot,ATP,ATP_105430
200484,Rudolf,Molleker,R,20001026.0,GER,188.0,Q33191522,Rudolf Molleker,ATP,ATP_200484
200473,Valentin,Vacherot,R,19981116.0,MON,193.0,Q107314093,Valentin Vacherot,ATP,ATP_200473
110748,Nikola,Milojevic,R,19950619.0,SRB,188.0,Q3597180,Nikola Milojevic,ATP,ATP_110748
105413,Andrej,Martin,R,19890920.0,SVK,183.0,Q2498702,Andrej Martin,ATP,ATP_105413
105406,Roberto,Marcora,R,19890830.0,ITA,193.0,Q17274692,Roberto Marcora,ATP,ATP_105406
110778,Joao,Menezes,R,19961217.0,BRA,185.0,Q23662473,Joao Menezes,ATP,ATP_110778
200516,Patrick,Kypson,R,19991028.0,USA,188.0,Q36511268,Patrick Kypson,ATP,ATP_200516
200514,Jurij,Rodionov,L,19990516.0,AUT,191.0,Q30148749,Jurij Rodionov,ATP,ATP_200514
105379,Aljaz,Bedene,R,19890718.0,SLO,181.0,Q1271168,Aljaz Bedene,ATP,ATP_105379
105376,Peter,Gojowczyk,R,19890715.0,GER,188.0,Q91615,Peter Gojowczyk,ATP,ATP_105376
105373,Martin,Klizan,L,19890711.0,SVK,191.0,Q19399,Martin Klizan,ATP,ATP_105373
105359,Jason,Jung,R,19890615.0,TPE,180.0,Q16300924,Jason Jung,ATP,ATP_105359
105357,John,Millman,R,19890614.0,AUS,183.0,Q2152388,John Millman,ATP,ATP_105357
105385,Donald,Young,L,19890723.0,USA,183.0,Q54694,Donald Young,ATP,ATP_105385
105341,Thomas,Fabbiano,R,19890526.0,ITA,173.0,Q3990614,Thomas Fabbiano,ATP,ATP_105341
105332,Benoit,Paire,R,19890508.0,FRA,196.0,Q246542,Benoit Paire,ATP,ATP_105332
200589,Sam,Riffice,R,19990301.0,USA,188.0,Q108285013,Sam Riffice,ATP,ATP_200589
200572,Nick,Hardt,R,20000920.0,DOM,185.0,Q28674172,Nick Hardt,ATP,ATP_200572
105311,Joao,Sousa,R,19890330.0,POR,185.0,Q1338865,Joao Sousa,ATP,ATP_105311
200615,Alexei,Popyrin,R,19990805.0,AUS,196.0,Q30143529,Alexei Popyrin,ATP,ATP_200615
200611,Elliot,Benchetrit,R,19981002.0,MAR,193.0,Q53633809,Elliot Benchetrit,ATP,ATP_200611
111153,Christopher,Eubanks,R,19960505.0,USA,201.0,Q24817523,Christopher Eubanks,ATP,ATP_111153
200624,Sebastian,Korda,R,20000705.0,USA,196.0,Q47500285,Sebastian Korda,ATP,ATP_200624
111190,Zhizhen,Zhang,R,19961016.0,CHN,193.0,Q21623382,Zhizhen Zhang,ATP,ATP_111190
111187,Kaichi,Uchida,R,19940823.0,JPN,180.0,Q16769804,Kaichi Uchida,ATP,ATP_111187
111200,Elias,Ymer,R,19960410.0,SWE,185.0,Q17405398,Elias Ymer,ATP,ATP_111200
200647,Sho,Shimabukuro,R,19970730.0,JPN,180.0,Q105776866,Sho Shimabukuro,ATP,ATP_200647
105227,Marin,Cilic,R,19880928.0,CRO,198.0,Q245241,Marin Cilic,ATP,ATP_105227
105226,Attila,Balazs,R,19880927.0,HUN,180.0,Q758074,Attila Balazs,ATP,ATP_105226
111436,Nick,Chappell,L,19920919.0,USA,178.0,Q66687183,Nick Chappell,ATP,ATP_111436
105216,Yuichi,Sugita,R,19880918.0,JPN,173.0,Q1358841,Yuichi Sugita,ATP,ATP_105216
105208,Ernests,Gulbis,R,19880830.0,LAT,190.0,Q295866,Ernests Gulbis,ATP,ATP_105208
200677,Rio,Noguchi,R,19981228.0,JPN,168.0,Q106362909,Rio Noguchi,ATP,ATP_200677
200670,J J,Wolf,R,19981221.0,USA,183.0,Q26799554,J J Wolf,ATP,ATP_200670
111454,Li,Tu,R,19960527.0,AUS,183.0,Q105620742,Li Tu,ATP,ATP_111454
111453,Mikael,Torpegaard,R,19940508.0,DEN,193.0,Q21067280,Mikael Torpegaard,ATP,ATP_111453
111442,Jordan,Thompson,R,19940420.0,AUS,183.0,Q16219277,Jordan Thompson,ATP,ATP_111442
111460,Quentin,Halys,R,19961026.0,FRA,191.0,Q18001228,Quentin Halys,ATP,ATP_111460
111459,Arjun,Kadhe,R,19940107.0,IND,185.0,Q47011392,Arjun Kadhe,ATP,ATP_111459
111456,Mackenzie,Mcdonald,R,19950416.0,USA,178.0,Q14657983,Mackenzie Mcdonald,ATP,ATP_111456
105223,Juan Martin,del Potro,R,19880923.0,ARG,198.0,Q180535,Juan Martin del Potro,ATP,ATP_105223
111515,Thai Son,Kwiatkowski,R,19950213.0,USA,188.0,Q30088058,Thai Son Kwiatkowski,ATP,ATP_111515
111513,Laslo,Djere,R,19950602.0,SRB,188.0,Q18098061,Laslo Djere,ATP,ATP_111513
111511,Noah,Rubin,R,19960221.0,USA,175.0,Q17581428,Noah Rubin,ATP,ATP_111511
111505,Enzo,Couacaud,R,19950301.0,FRA,183.0,Q15618609,Enzo Couacaud,ATP,ATP_111505
105180,Daniel,Dutra Da Silva,L,19880705.0,BRA,173.0,Q5217022,Daniel Dutra Da Silva,ATP,ATP_105180
111581,Michael,Mmoh,R,19980110.0,USA,188.0,Q17612636,Michael Mmoh,ATP,ATP_111581
111578,Stefan,Kozlov,R,19980201.0,USA,183.0,Q17364378,Stefan Kozlov,ATP,ATP_111578
111576,Sumit,Nagal,R,19970816.0,IND,178.0,Q20665358,Sumit Nagal,ATP,ATP_111576
111575,Karen,Khachanov,R,19960521.0,RUS,198.0,Q16568576,Karen Khachanov,ATP,ATP_111575
111574,Jc,Aragone,R,19950628.0,USA,178.0,Q37996686,Jc Aragone,ATP,ATP_111574
105173,Adrian,Mannarino,L,19880629.0,FRA,180.0,Q373522,Adrian Mannarino,ATP,ATP_105173
200711,Nicolas,Mejia,R,20000211.0,COL,183.0,Q56728052,Nicolas Mejia,ATP,ATP_200711
111761,Benjamin,Lock,R,19930304.0,ZIM,198.0,Q19664030,Benjamin Lock,ATP,ATP_111761
111790,Brayden,Schnur,R,19950704.0,CAN,193.0,Q17478269,Brayden Schnur,ATP,ATP_111790
105155,Pedro,Sousa,R,19880527.0,POR,180.0,Q2498113,Pedro Sousa,ATP,ATP_105155
105147,Tatsuma,Ito,R,19880518.0,JPN,180.0,Q708345,Tatsuma Ito,ATP,ATP_105147
111806,Fajing,Sun,R,19961003.0,CHN,178.0,Q26251497,Fajing Sun,ATP,ATP_111806
105138,Roberto,Bautista Agut,R,19880414.0,ESP,183.0,Q966542,Roberto Bautista Agut,ATP,ATP_105138
111805,Seong Chan,Hong,R,19970630.0,KOR,175.0,Q18921918,Seong Chan Hong,ATP,ATP_111805
111797,Nicolas,Jarry,R,19951011.0,CHI,201.0,Q16466282,Nicolas Jarry,ATP,ATP_111797
111794,Kamil,Majchrzak,R,19960113.0,POL,180.0,Q14840592,Kamil Majchrzak,ATP,ATP_111794
111815,Cameron,Norrie,L,19950823.0,GBR,188.0,Q23668736,Cameron Norrie,ATP,ATP_111815
105077,Albert,Ramos,L,19880117.0,ESP,188.0,Q459158,Albert Ramos,ATP,ATP_105077
105064,Thomaz,Bellucci,L,19871230.0,BRA,188.0,Q312345,Thomaz Bellucci,ATP,ATP_105064
105051,Matthew,Ebden,R,19871126.0,AUS,188.0,Q515677,Matthew Ebden,ATP,ATP_105051
105041,Lukas,Lacko,R,19871103.0,SVK,185.0,Q440514,Lukas Lacko,ATP,ATP_105041
202065,Petros,Tsitsipas,R,20000727.0,GRE,185.0,Q47508196,Petros Tsitsipas,ATP,ATP_202065
202058,Thiago Agustin,Tirante,R,20010410.0,ARG,185.0,Q64747475,Thiago Agustin Tirante,ATP,ATP_202058
105063,Andrea,Arnaboldi,L,19871227.0,ITA,180.0,Q1112775,Andrea Arnaboldi,ATP,ATP_105063
105062,Mikhail,Kukushkin,R,19871226.0,KAZ,183.0,Q459166,Mikhail Kukushkin,ATP,ATP_105062
105023,Sam,Querrey,R,19871007.0,USA,198.0,Q54538,Sam Querrey,ATP,ATP_105023
202104,Sebastian,Baez,R,20001228.0,ARG,170.0,Q47396310,Sebastian Baez,ATP,ATP_202104
202103,Francisco,Cerundolo,R,19980813.0,ARG,185.0,Q61709770,Francisco Cerundolo,ATP,ATP_202103
202090,Adrian,Andreev,R,20010512.0,BUL,175.0,Q47536566,Adrian Andreev,ATP,ATP_202090
105011,Illya,Marchenko,R,19870908.0,UKR,185.0,Q715773,Illya Marchenko,ATP,ATP_105011
202127,Clement,Tabur,R,20000124.0,FRA,173.0,Q47496123,Clement Tabur,ATP,ATP_202127
202122,Yuta,Shimizu,L,19990609.0,JPN,163.0,Q105776850,Yuta Shimizu,ATP,ATP_202122
104999,Mischa,Zverev,L,19870822.0,GER,190.0,Q60289,Mischa Zverev,ATP,ATP_104999
105030,Michael,Venus,R,19871016.0,NZL,191.0,Q6835083,Michael Venus,ATP,ATP_105030
104947,Marsel,Ilhan,R,19870611.0,TUR,191.0,Q369878,Marsel Ilhan,ATP,ATP_104947
104926,Fabio,Fognini,R,19870524.0,ITA,178.0,Q251980,Fabio Fognini,ATP,ATP_104926
104925,Novak,Djokovic,R,19870522.0,SRB,188.0,Q5812,Novak Djokovic,ATP,ATP_104925
104919,Leonardo,Mayer,R,19870515.0,ARG,188.0,Q33249,Leonardo Mayer,ATP,ATP_104919
104918,Andy,Murray,R,19870515.0,GBR,191.0,Q10125,Andy Murray,ATP,ATP_104918
104905,Nicolas,Barrientos,R,19870424.0,COL,175.0,Q6042102,Nicolas Barrientos,ATP,ATP_104905
104898,Robin,Haase,R,19870406.0,NED,191.0,Q441037,Robin Haase,ATP,ATP_104898
104897,Matthias,Bachinger,R,19870402.0,GER,188.0,Q77164,Matthias Bachinger,ATP,ATP_104897
202197,Carlos,Gimeno Valero,R,20010625.0,ESP,191.0,Q105810166,Carlos Gimeno Valero,ATP,ATP_202197
202195,Maxime,Cressy,R,19970508.0,USA,201.0,Q60582900,Maxime Cressy,ATP,ATP_202195
104871,Jeremy,Chardy,R,19870212.0,FRA,188.0,Q176577,Jeremy Chardy,ATP,ATP_104871
104868,James,Ward,R,19870209.0,GBR,190.0,Q959602,James Ward,ATP,ATP_104868
210220,Edas,Butvilas,R,20040723.0,LTU,191.0,Q107484127,Edas Butvilas,ATP,ATP_210220
202235,Jacopo,Berrettini,R,19981127.0,ITA,193.0,Q106398314,Jacopo Berrettini,ATP,ATP_202235
104810,Zhe,Li,R,19860920.0,CHN,183.0,Q8994318,Zhe Li,ATP,ATP_104810
210150,Jakub,Mensik,R,20050901.0,CZE,193.0,Q102228055,Jakub Mensik,ATP,ATP_210150
