player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,full_name,tour
105373,Martin,Klizan,L,19890711.0,SVK,191.0,Q19399,Martin Klizan,ATP
105376,Peter,Gojowczyk,R,19890715.0,GER,188.0,Q91615,Peter Gojowczyk,ATP
105379,Aljaz,Bedene,R,19890718.0,SLO,181.0,Q1271168,Aljaz Bedene,ATP
105385,Donald,Young,L,19890723.0,USA,183.0,Q54694,Donald Young,ATP
105406,Roberto,Marcora,R,19890830.0,ITA,193.0,Q17274692,Roberto Marcora,ATP
105413,Andrej,Martin,R,19890920.0,SVK,183.0,Q2498702,Andrej Martin,ATP
105430,Radu,Albot,R,19891111.0,MDA,175.0,Q7281705,Radu Albot,ATP
105432,Prajnesh,Gunneswaran,L,19891112.0,IND,188.0,Q29210278,Prajnesh Gunneswaran,ATP
105434,Ruan,Roelofse,R,19891118.0,RSA,188.0,Q15644332,Ruan Roelofse,ATP
105441,John Patrick,Smith,L,19890124.0,AUS,188.0,Q559777,John Patrick Smith,ATP
105449,Steve,Johnson,R,19891224.0,USA,188.0,Q53569,Steve Johnson,ATP
105453,Kei,Nishikori,R,19891229.0,JPN,178.0,Q311222,Kei Nishikori,ATP
105464,Christopher,Rungkat,R,19900114.0,INA,175.0,Q5113178,Christopher Rungkat,ATP
105467,Jordi,Munoz Abreu,U,19900117.0,VEN,,Q21039350,Jordi Munoz Abreu,ATP
105477,Marco,Trungelliti,R,19900131.0,ARG,178.0,Q3183203,Marco Trungelliti,ATP
105487,Facundo,Bagnis,L,19900227.0,ARG,183.0,Q1391764,Facundo Bagnis,ATP
105497,Jose,Hernandez,R,19900313.0,DOM,183.0,Q6292455,Jose Hernandez,ATP
105502,N Sriram,Balaji,R,19900318.0,IND,180.0,Q16297585,N Sriram Balaji,ATP
105512,Alexander,Sarkissian,R,19900403.0,USA,191.0,Q20643204,Alexander Sarkissian,ATP
105526,Jan Lennard,Struff,R,19900425.0,GER,193.0,Q1681537,Jan Lennard Struff,ATP
105539,Evgeny,Donskoy,R,19900509.0,RUS,185.0,Q619669,Evgeny Donskoy,ATP
105550,Guido,Pella,L,19900517.0,ARG,183.0,Q336862,Guido Pella,ATP
105554,Daniel,Evans,R,19900523.0,GBR,175.0,Q4847264,Daniel Evans,ATP
105561,Alessandro,Giannessi,L,19900530.0,ITA,185.0,Q304117,Alessandro Giannessi,ATP
105575,Ricardas,Berankis,R,19900621.0,LTU,175.0,Q557827,Ricardas Berankis,ATP
105577,Vasek,Pospisil,R,19900623.0,CAN,193.0,Q440531,Vasek Pospisil,ATP
105583,Dusan,Lajovic,R,19900630.0,SRB,183.0,Q551295,Dusan Lajovic,ATP
105587,Tom,Kocevar Desman,R,19900710.0,SLO,180.0,Q19561057,Tom Kocevar Desman,ATP
105589,Gerald,Melzer,L,19900713.0,AUT,188.0,Q1509951,Gerald Melzer,ATP
105613,Norbert,Gombos,R,19900813.0,SVK,193.0,Q15836985,Norbert Gombos,ATP
105614,Bradley,Klahn,L,19900820.0,USA,183.0,Q772382,Bradley Klahn,ATP
105621,Min Kyu,Song,R,19900825.0,KOR,183.0,Q55397069,Min Kyu Song,ATP
105633,Mohamed,Safwat,R,19900919.0,EGY,180.0,Q16608398,Mohamed Safwat,ATP
105641,Blaz,Rola,L,19901005.0,SLO,193.0,Q883242,Blaz Rola,ATP
105643,Federico,Delbonis,L,19901005.0,ARG,193.0,Q367654,Federico Delbonis,ATP
105649,Cedrik Marcel,Stebe,L,19901009.0,GER,183.0,Q77169,Cedrik Marcel Stebe,ATP
105655,Hiroki,Moriya,R,19901016.0,JPN,168.0,Q2418165,Hiroki Moriya,ATP
105656,Marcelo,Arevalo,R,19901017.0,ESA,193.0,Q6756491,Marcelo Arevalo,ATP
105657,Marius,Copil,R,19901017.0,ROU,191.0,Q523725,Marius Copil,ATP
105668,Jerzy,Janowicz,R,19901113.0,POL,203.0,Q29063,Jerzy Janowicz,ATP
105671,Gastao,Elias,R,19901124.0,POR,180.0,Q1619484,Gastao Elias,ATP
105676,David,Goffin,R,19901207.0,BEL,180.0,Q19406,David Goffin,ATP
105683,Milos,Raonic,R,19901227.0,CAN,196.0,Q312343,Milos Raonic,ATP
105688,Manuel,Sanchez,R,19910105.0,MEX,183.0,Q6752899,Manuel Sanchez,ATP
105714,Hugo,Nys,R,19910216.0,MON,185.0,Q15240823,Hugo Nys,ATP
105723,Andrey,Kuznetsov,R,19910222.0,RUS,183.0,Q501662,Andrey Kuznetsov,ATP
105731,Steven,Diez,R,19910317.0,CAN,175.0,Q13512839,Steven Diez,ATP
105732,Pierre Hugues,Herbert,R,19910318.0,FRA,188.0,Q2093033,Pierre Hugues Herbert,ATP
105747,Karim Mohamed,Maamoun,R,19910409.0,EGY,175.0,Q18126672,Karim Mohamed Maamoun,ATP
105757,Sandro,Ehrat,R,19910418.0,SUI,180.0,Q1689243,Sandro Ehrat,ATP
105777,Grigor,Dimitrov,R,19910516.0,BUL,191.0,Q337681,Grigor Dimitrov,ATP
105806,Mirza,Basic,R,19910712.0,BIH,188.0,Q6874826,Mirza Basic,ATP
105807,Pablo,Carreno Busta,R,19910712.0,ESP,188.0,Q7121592,Pablo Carreno Busta,ATP
105812,David,Agung Susanto,R,19910721.0,INA,,Q47581103,David Agung Susanto,ATP
105815,Tennys,Sandgren,R,19910722.0,USA,188.0,Q7700510,Tennys Sandgren,ATP
105819,Guido,Andreozzi,R,19910805.0,ARG,183.0,Q2316401,Guido Andreozzi,ATP
105827,Laurynas,Grigelis,R,19910814.0,LTU,183.0,Q627388,Laurynas Grigelis,ATP
105841,Lorenzo,Giustino,R,19910910.0,ITA,180.0,Q14755492,Lorenzo Giustino,ATP
105870,Yannick,Hanfmann,R,19911113.0,GER,193.0,Q29628209,Yannick Hanfmann,ATP
105877,Emilio,Gomez,R,19911128.0,ECU,185.0,Q14565694,Emilio Gomez,ATP
105882,Stefano,Travaglia,R,19911228.0,ITA,185.0,Q3972751,Stefano Travaglia,ATP
105899,Martin,Cuevas,R,19920114.0,URU,191.0,Q6777779,Martin Cuevas,ATP
105902,James,Duckworth,R,19920121.0,AUS,183.0,Q1336011,James Duckworth,ATP
105905,Danilo,Petrovic,R,19920124.0,SRB,203.0,Q23907381,Danilo Petrovic,ATP
105906,Kevin,Krawietz,R,19920124.0,GER,188.0,Q6396729,Kevin Krawietz,ATP
105911,Andrea,Collarini,L,19920131.0,ARG,183.0,Q4755022,Andrea Collarini,ATP
105916,Marton,Fucsovics,R,19920208.0,HUN,188.0,Q649333,Marton Fucsovics,ATP
105932,Nikoloz,Basilashvili,R,19920223.0,GEO,185.0,Q16297666,Nikoloz Basilashvili,ATP
105933,Roberto,Quiroz,L,19920223.0,ECU,193.0,Q5405365,Roberto Quiroz,ATP
105936,Filip,Krajinovic,R,19920227.0,SRB,185.0,Q178244,Filip Krajinovic,ATP
105938,Antoine,Escoffier,R,19920229.0,FRA,185.0,Q106300131,Antoine Escoffier,ATP
105943,Federico,Gaio,R,19920305.0,ITA,178.0,Q16735393,Federico Gaio,ATP
105948,Federico,Coria,R,19920309.0,ARG,180.0,Q27306789,Federico Coria,ATP
105952,Renzo,Olivo,R,19920315.0,ARG,178.0,Q2758092,Renzo Olivo,ATP
105967,Henri,Laaksonen,R,19920331.0,SUI,185.0,Q13185,Henri Laaksonen,ATP
105985,Darian,King,R,19920426.0,BAR,188.0,Q16941915,Darian King,ATP
105992,Ryan,Harrison,R,19920507.0,USA,185.0,Q53563,Ryan Harrison,ATP
106000,Damir,Dzumhur,R,19920520.0,BIH,175.0,Q1158544,Damir Dzumhur,ATP
106005,Constant,Lestienne,R,19920523.0,FRA,180.0,Q16300830,Constant Lestienne,ATP
106026,Yuki,Bhambri,R,19920704.0,IND,185.0,Q1391241,Yuki Bhambri,ATP
106033,Romain,Arneodo,R,19920804.0,MON,175.0,Q18097336,Romain Arneodo,ATP
106034,Yasutaka,Uchiyama,R,19920805.0,JPN,183.0,Q15660946,Yasutaka Uchiyama,ATP
106041,Stefan,Micov,R,19920812.0,MKD,,,Stefan Micov,ATP
106043,Diego,Schwartzman,R,19920816.0,ARG,170.0,Q5274812,Diego Schwartzman,ATP
106044,Nicolas,Kicker,R,19920816.0,ARG,178.0,Q19868533,Nicolas Kicker,ATP
106045,Denis,Kudla,R,19920817.0,USA,180.0,Q1187478,Denis Kudla,ATP
106057,Facundo,Mena,R,19920922.0,ARG,183.0,Q21001023,Facundo Mena,ATP
106058,Jack,Sock,R,19920924.0,USA,191.0,Q54663,Jack Sock,ATP
106065,Marco,Cecchinato,R,19920930.0,ITA,185.0,Q13360044,Marco Cecchinato,ATP
106071,Bernard,Tomic,R,19921021.0,AUS,196.0,Q288326,Bernard Tomic,ATP
106072,Alexey,Vatutin,R,19921027.0,RUS,178.0,Q21623230,Alexey Vatutin,ATP
106075,Jozef,Kovalik,R,19921104.0,SVK,183.0,Q12768184,Jozef Kovalik,ATP
106078,Egor,Gerasimov,R,19921111.0,BLR,196.0,Q18549907,Egor Gerasimov,ATP
106085,Hamid,Reza Nadaf,R,19921119.0,IRI,183.0,,Hamid Reza Nadaf,ATP
106099,Salvatore,Caruso,R,19921215.0,ITA,185.0,Q16941640,Salvatore Caruso,ATP
106109,Alex,Bolt,L,19930105.0,AUS,183.0,Q3462853,Alex Bolt,ATP
106110,Filip,Horansky,R,19930107.0,SVK,175.0,Q5448480,Filip Horansky,ATP
106121,Taro,Daniel,R,19930127.0,JPN,191.0,Q15714673,Taro Daniel,ATP
106137,Tristan,Lamasine,R,19930305.0,FRA,183.0,Q16300796,Tristan Lamasine,ATP
106148,Roberto,Carballes Baena,R,19930323.0,ESP,183.0,Q16146051,Roberto Carballes Baena,ATP
106150,Jeson,Patrombon,R,19930327.0,PHI,,Q27861845,Jeson Patrombon,ATP
106162,Franco,Agamenone,R,19930415.0,ITA,191.0,Q43301688,Franco Agamenone,ATP
106167,Joris,De Loore,R,19930421.0,BEL,191.0,Q26932813,Joris De Loore,ATP
106174,Gonzalo,Lama,R,19930427.0,CHI,180.0,Q6422706,Gonzalo Lama,ATP
106175,Ricardo,Rodriguez,R,19930428.0,VEN,189.0,Q2148716,Ricardo Rodriguez,ATP
106177,Oriol,Roca Batalla,R,19930430.0,ESP,175.0,Q20670785,Oriol Roca Batalla,ATP
106186,Jason,Kubler,R,19930519.0,AUS,178.0,Q6162896,Jason Kubler,ATP
106187,Denis,Yevseyev,R,19930522.0,KAZ,188.0,Q56250314,Denis Yevseyev,ATP
106198,Hugo,Dellien,R,19930616.0,BOL,180.0,Q5904441,Hugo Dellien,ATP
106210,Jiri,Vesely,L,19930710.0,CZE,198.0,Q2481933,Jiri Vesely,ATP
106214,Oscar,Otte,R,19930716.0,GER,193.0,Q29559367,Oscar Otte,ATP
106216,Bjorn,Fratangelo,R,19930719.0,USA,183.0,Q3657277,Bjorn Fratangelo,ATP
106218,Marcos,Giron,R,19930724.0,USA,180.0,Q17478053,Marcos Giron,ATP
106220,Dimitar,Kuzmanov,R,19930728.0,BUL,183.0,Q12061061,Dimitar Kuzmanov,ATP
106223,Aleksandre,Metreveli,R,19930810.0,GEO,183.0,Q23771732,Aleksandre Metreveli,ATP
106227,Ji Sung,Nam,R,19930815.0,KOR,183.0,Q16581593,Ji Sung Nam,ATP
106228,Juan Ignacio,Londero,R,19930815.0,ARG,180.0,Q15665498,Juan Ignacio Londero,ATP
106232,Roberto,Cid,R,19930830.0,DOM,193.0,Q27049222,Roberto Cid,ATP
106233,Dominic,Thiem,R,19930903.0,AUT,185.0,Q88762,Dominic Thiem,ATP
106234,Aslan,Karatsev,R,19930904.0,RUS,185.0,Q18546813,Aslan Karatsev,ATP
106247,Nik,Razborsek,L,19931004.0,SLO,173.0,Q7034657,Nik Razborsek,ATP
106249,Joao,Domingues,R,19931005.0,POR,178.0,Q19560368,Joao Domingues,ATP
106250,Luis,Patino,R,19931006.0,MEX,183.0,Q23039399,Luis Patino,ATP
106262,Boris,Arias,R,19931109.0,BOL,185.0,Q33190358,Boris Arias,ATP
106264,Karue,Sell,R,19931113.0,BRA,183.0,,Karue Sell,ATP
106281,Liam,Broady,L,19940104.0,GBR,183.0,Q2965183,Liam Broady,ATP
106283,Mitchell,Krueger,R,19940112.0,USA,188.0,Q16941929,Mitchell Krueger,ATP
106288,Mathias,Bourgue,R,19940118.0,FRA,188.0,Q17071396,Mathias Bourgue,ATP
106291,Luke,Saville,R,19940102.0,AUS,188.0,Q1475869,Luke Saville,ATP
106292,Hernan,Casanova,R,19940206.0,ARG,178.0,Q105622540,Hernan Casanova,ATP
106293,Kimmer,Coppejans,R,19940207.0,BEL,178.0,Q1856953,Kimmer Coppejans,ATP
106296,Gregoire,Barrere,R,19940216.0,FRA,183.0,Q24228674,Gregoire Barrere,ATP
106298,Lucas,Pouille,R,19940223.0,FRA,185.0,Q13403768,Lucas Pouille,ATP
106302,Andrew,Harris,R,19940307.0,AUS,183.0,Q16209408,Andrew Harris,ATP
106310,Alexander,Ritschard,R,19940324.0,SUI,193.0,Q15782265,Alexander Ritschard,ATP
106328,Christian,Harrison,R,19940529.0,USA,180.0,Q2167386,Christian Harrison,ATP
106329,Thiago,Monteiro,L,19940531.0,BRA,183.0,Q16301147,Thiago Monteiro,ATP
106331,Christopher,Oconnell,R,19940603.0,AUS,183.0,Q28151675,Christopher Oconnell,ATP
106353,Pedja,Krstin,R,19940903.0,SRB,183.0,Q16587689,Pedja Krstin,ATP
106362,Laurent,Lokoli,R,19941018.0,FRA,188.0,Q16935087,Laurent Lokoli,ATP
106368,Ramkumar,Ramanathan,R,19941108.0,IND,188.0,Q15759429,Ramkumar Ramanathan,ATP
106378,Kyle,Edmund,R,19950108.0,GBR,188.0,Q6451141,Kyle Edmund,ATP
106380,Gonzalo,Villanueva,R,19950113.0,ARG,175.0,Q106307111,Gonzalo Villanueva,ATP
106388,Pak Long,Yeung,R,19950214.0,HKG,,Q47643614,Pak Long Yeung,ATP
106393,Frederico,Ferreira Silva,L,19950318.0,POR,178.0,Q5499229,Frederico Ferreira Silva,ATP
106397,Wishaya,Trongcharoenchaikul,R,19950408.0,THA,193.0,Q18580117,Wishaya Trongcharoenchaikul,ATP
106398,Pedro,Cachin,R,19950412.0,ARG,185.0,Q19560184,Pedro Cachin,ATP
106401,Nick,Kyrgios,R,19950427.0,AUS,193.0,Q3720084,Nick Kyrgios,ATP
106408,Mario,Vilella Martinez,R,19950703.0,ESP,178.0,Q23668766,Mario Vilella Martinez,ATP
106415,Yoshihito,Nishioka,L,19950927.0,JPN,170.0,Q16735453,Yoshihito Nishioka,ATP
106421,Daniil,Medvedev,R,19960211.0,RUS,198.0,Q21622022,Daniil Medvedev,ATP
106423,Thanasi,Kokkinakis,R,19960410.0,AUS,193.0,Q3784554,Thanasi Kokkinakis,ATP
106425,Blake,Mott,R,19960421.0,AUS,180.0,Q22677588,Blake Mott,ATP
106426,Cristian,Garin,R,19960530.0,CHI,185.0,Q4252035,Cristian Garin,ATP
106432,Borna,Coric,R,19961114.0,CRO,188.0,Q14905846,Borna Coric,ATP
108739,Wilfredo,Gonzalez,R,19930106.0,GUA,188.0,Q29017319,Wilfredo Gonzalez,ATP
108763,Alberto Emmanuel,Alvarado Larin,U,19941201.0,ESA,,,Alberto Emmanuel Alvarado Larin,ATP
108772,Julius,Tverijonas,R,19940614.0,LTU,188.0,Q13513036,Julius Tverijonas,ATP
108782,Mahammad,Abid,U,19940603.0,PAK,,,Mahammad Abid,ATP
109054,Daniel,Masur,R,19941106.0,GER,183.0,Q25915757,Daniel Masur,ATP
109303,Stefano,Napolitano,R,19950411.0,ITA,196.0,Q16676852,Stefano Napolitano,ATP
109686,Riccardo,Bonadio,R,19930713.0,ITA,180.0,Q31293913,Riccardo Bonadio,ATP
109734,Skander,Mansouri,R,19950723.0,TUN,193.0,Q25016210,Skander Mansouri,ATP
109739,Maximilian,Marterer,L,19950615.0,GER,188.0,Q17364412,Maximilian Marterer,ATP
110536,Kevin,King,L,19910228.0,USA,191.0,Q15707484,Kevin King,ATP
110602,Dennis,Novak,R,19930828.0,AUT,183.0,Q16942082,Dennis Novak,ATP
110686,Finn,Tearney,R,19900927.0,NZL,183.0,Q22096450,Finn Tearney,ATP
110748,Nikola,Milojevic,R,19950619.0,SRB,188.0,Q3597180,Nikola Milojevic,ATP
110751,Sebastian,Fanselow,R,19911230.0,GER,,Q106363154,Sebastian Fanselow,ATP
110778,Joao,Menezes,R,19961217.0,BRA,185.0,Q23662473,Joao Menezes,ATP
111153,Christopher,Eubanks,R,19960505.0,USA,201.0,Q24817523,Christopher Eubanks,ATP
111187,Kaichi,Uchida,R,19940823.0,JPN,180.0,Q16769804,Kaichi Uchida,ATP
111190,Zhizhen,Zhang,R,19961016.0,CHN,193.0,Q21623382,Zhizhen Zhang,ATP
111192,Lucas,Miedler,R,19960621.0,AUT,183.0,Q17386379,Lucas Miedler,ATP
111200,Elias,Ymer,R,19960410.0,SWE,185.0,Q17405398,Elias Ymer,ATP
111202,Hyeon,Chung,R,19960519.0,KOR,188.0,Q13616024,Hyeon Chung,ATP
111436,Nick,Chappell,L,19920919.0,USA,178.0,Q66687183,Nick Chappell,ATP
111442,Jordan,Thompson,R,19940420.0,AUS,183.0,Q16219277,Jordan Thompson,ATP
111453,Mikael,Torpegaard,R,19940508.0,DEN,193.0,Q21067280,Mikael Torpegaard,ATP
111454,Li,Tu,R,19960527.0,AUS,183.0,Q105620742,Li Tu,ATP
111455,Wayne,Montgomery,R,19950706.0,RSA,,Q17490131,Wayne Montgomery,ATP
111456,Mackenzie,Mcdonald,R,19950416.0,USA,178.0,Q14657983,Mackenzie Mcdonald,ATP
111459,Arjun,Kadhe,R,19940107.0,IND,185.0,Q47011392,Arjun Kadhe,ATP
111460,Quentin,Halys,R,19961026.0,FRA,191.0,Q18001228,Quentin Halys,ATP
111505,Enzo,Couacaud,R,19950301.0,FRA,183.0,Q15618609,Enzo Couacaud,ATP
111511,Noah,Rubin,R,19960221.0,USA,175.0,Q17581428,Noah Rubin,ATP
111513,Laslo,Djere,R,19950602.0,SRB,188.0,Q18098061,Laslo Djere,ATP
111515,Thai Son,Kwiatkowski,R,19950213.0,USA,188.0,Q30088058,Thai Son Kwiatkowski,ATP
111574,Jc,Aragone,R,19950628.0,USA,178.0,Q37996686,Jc Aragone,ATP
111575,Karen,Khachanov,R,19960521.0,RUS,198.0,Q16568576,Karen Khachanov,ATP
111576,Sumit,Nagal,R,19970816.0,IND,178.0,Q20665358,Sumit Nagal,ATP
111578,Stefan,Kozlov,R,19980201.0,USA,183.0,Q17364378,Stefan Kozlov,ATP
111581,Michael,Mmoh,R,19980110.0,USA,188.0,Q17612636,Michael Mmoh,ATP
111761,Benjamin,Lock,R,19930304.0,ZIM,198.0,Q19664030,Benjamin Lock,ATP
111790,Brayden,Schnur,R,19950704.0,CAN,193.0,Q17478269,Brayden Schnur,ATP
111794,Kamil,Majchrzak,R,19960113.0,POL,180.0,Q14840592,Kamil Majchrzak,ATP
111797,Nicolas,Jarry,R,19951011.0,CHI,201.0,Q16466282,Nicolas Jarry,ATP
111805,Seong Chan,Hong,R,19970630.0,KOR,175.0,Q18921918,Seong Chan Hong,ATP
