player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id,full_name,tour
201662,Karolina,Pliskova,R,19920321.0,CZE,184.0,Q289365,Karolina Pliskova,WTA
201664,Pemra,Ozgen,R,19860508.0,TUR,170.0,Q3544658,Pemra Ozgen,WTA
201666,Cagla,Buyukakcay,R,19890928.0,TUR,172.0,Q1616864,Cagla Buyukakcay,WTA
201672,Nigina,Abduraimova,R,19940707.0,UZB,184.0,Q4054628,Nigina Abduraimova,WTA
201674,Sabina,Sharipova,R,19940904.0,UZB,174.0,Q4520541,Sabina Sharipova,WTA
201691,Dia,Evtimova,R,19870430.0,BUL,168.0,Q1616850,Dia Evtimova,WTA
201693,Timea,Babos,R,19930510.0,HUN,179.0,Q239765,Timea Babos,WTA
201696,Laura,Siegemund,R,19880304.0,GER,168.0,Q89128,Laura Siegemund,WTA
201697,Kristyna,Pliskova,L,19920321.0,CZE,184.0,Q289295,Kristyna Pliskova,WTA
201699,Martina,Caregaro,R,19920519.0,ITA,165.0,Q20007827,Martina Caregaro,WTA
201701,Basak,Eraydin,R,19940621.0,TUR,,Q8707137,Basak Eraydin,WTA
201709,Yulia,Putintseva,R,19950107.0,KAZ,163.0,Q2429984,Yulia Putintseva,WTA
202387,Vlada,Ekshibarova,R,19890314.0,UZB,,Q4530716,Vlada Ekshibarova,WTA
202410,Sofia,Shapatava,R,19890112.0,GEO,170.0,Q1753608,Sofia Shapatava,WTA
202414,Catherine,Harrison,R,19940409.0,USA,,Q85236851,Catherine Harrison,WTA
202418,Lara,Arruabarrena,R,19920320.0,ESP,166.0,Q237146,Lara Arruabarrena,WTA
202421,Alison,Van Uytvanck,R,19940326.0,BEL,173.0,Q1976217,Alison Van Uytvanck,WTA
202424,Conny,Perrin,R,19901225.0,SUI,174.0,Q5162081,Conny Perrin,WTA
202425,Samantha,Murray,R,19871009.0,GBR,178.0,Q12193601,Samantha Murray,WTA
202427,Johanna,Konta,R,19910517.0,GBR,180.0,Q770789,Johanna Konta,WTA
202428,Kiki,Bertens,R,19911210.0,NED,182.0,Q239733,Kiki Bertens,WTA
202429,Camila,Giorgi,R,19911230.0,ITA,168.0,Q34248,Camila Giorgi,WTA
202434,Aleksandra,Krunic,R,19930315.0,SRB,163.0,Q2631763,Aleksandra Krunic,WTA
202436,Reka Luca,Jani,R,19910731.0,HUN,161.0,Q772600,Reka Luca Jani,WTA
202440,Paula,Ormaechea,R,19920928.0,ARG,170.0,Q269636,Paula Ormaechea,WTA
202443,Valeria,Savinykh,R,19910220.0,RUS,167.0,Q440162,Valeria Savinykh,WTA
202446,Eugenie,Bouchard,R,19940225.0,CAN,178.0,Q439032,Eugenie Bouchard,WTA
202453,Saisai,Zheng,R,19940205.0,CHN,170.0,Q197634,Saisai Zheng,WTA
202456,Alexandra,Cadantu Ignatik,R,19900503.0,ROU,170.0,Q239696,Alexandra Cadantu Ignatik,WTA
202457,Bibiane,Schoofs,R,19880513.0,NED,170.0,Q17229,Bibiane Schoofs,WTA
202458,Ashleigh,Barty,R,19960424.0,AUS,166.0,Q84056,Ashleigh Barty,WTA
202460,Ons,Jabeur,R,19940828.0,TUN,167.0,Q290212,Ons Jabeur,WTA
202464,Yuliana,Lizarazo,R,19930523.0,COL,175.0,Q8060948,Yuliana Lizarazo,WTA
202468,Jessica,Pegula,R,19940224.0,USA,170.0,Q24159,Jessica Pegula,WTA
202469,Garbine,Muguruza,R,19931008.0,ESP,182.0,Q34276,Garbine Muguruza,WTA
202471,Karen,Barbat,R,19920703.0,DEN,,Q1729225,Karen Barbat,WTA
202478,Tara,Moore,R,19920806.0,GBR,163.0,Q1616613,Tara Moore,WTA
202479,Grace,Min,R,19940506.0,USA,163.0,Q54542,Grace Min,WTA
202482,Barbara,Haas,R,19960319.0,AUT,165.0,Q4858938,Barbara Haas,WTA
202484,Nicole,Gibbs,R,19930303.0,USA,168.0,Q53548,Nicole Gibbs,WTA
202490,Rebecca,Peterson,R,19950806.0,SWE,173.0,Q6451785,Rebecca Peterson,WTA
202491,Varvara,Flink,R,19961213.0,RUS,175.0,Q13512756,Varvara Flink,WTA
202492,Qiang,Wang,R,19920114.0,CHN,172.0,Q4800760,Qiang Wang,WTA
202493,Ekaterine,Gorgodze,L,19911203.0,GEO,,Q5350353,Ekaterine Gorgodze,WTA
202494,Elina,Svitolina,R,19940912.0,UKR,174.0,Q270249,Elina Svitolina,WTA
202499,Donna,Vekic,R,19960628.0,CRO,179.0,Q648854,Donna Vekic,WTA
202503,Luksika,Kumkhum,R,19930721.0,THA,167.0,Q539526,Luksika Kumkhum,WTA
202504,Ying Ying,Duan,R,19890703.0,CHN,186.0,Q4706382,Ying Ying Duan,WTA
202505,Belinda,Bencic,R,19970310.0,SUI,175.0,Q509903,Belinda Bencic,WTA
202506,Margarita,Gasparyan,R,19940901.0,RUS,183.0,Q4134097,Margarita Gasparyan,WTA
202536,Ana,Bogdan,R,19921125.0,ROU,171.0,Q3614850,Ana Bogdan,WTA
202579,Giulia,Gatto Monticone,R,19871118.0,ITA,177.0,Q3769266,Giulia Gatto Monticone,WTA
202580,Federica,Di Sarra,R,19900516.0,ITA,,Q3741540,Federica Di Sarra,WTA
202596,Mihaela,Buzarnescu,L,19880504.0,ROU,175.0,Q2439034,Mihaela Buzarnescu,WTA
202600,Viktoriya,Tomova,R,19950225.0,BUL,170.0,Q10996110,Viktoriya Tomova,WTA
202604,Despina,Papamichail,R,19930209.0,GRE,178.0,Q13512708,Despina Papamichail,WTA
202611,Oksana,Kalashnikova,L,19900905.0,GEO,184.0,Q197549,Oksana Kalashnikova,WTA
202628,Maryna,Zanevska,R,19930824.0,BEL,175.0,Q2626886,Maryna Zanevska,WTA
202659,Tereza,Mrdeza,R,19901114.0,CRO,173.0,Q5212359,Tereza Mrdeza,WTA
202662,Camilla,Rosatello,R,19950528.0,ITA,,Q29555684,Camilla Rosatello,WTA
202663,Magda,Linette,R,19920212.0,POL,171.0,Q722311,Magda Linette,WTA
202671,Cristina Andreea,Mitu,R,19910922.0,ROU,175.0,Q3697548,Cristina Andreea Mitu,WTA
202672,Ekaterina,Yashina,R,19930806.0,RUS,173.0,Q5350350,Ekaterina Yashina,WTA
202681,Gabriela,Dabrowski,R,19920401.0,CAN,175.0,Q5515953,Gabriela Dabrowski,WTA
202684,Lin,Zhu,R,19940128.0,CHN,173.0,Q17319111,Lin Zhu,WTA
202688,Isabella,Shinikova,R,19911025.0,BUL,184.0,Q6078092,Isabella Shinikova,WTA
202694,Teliana,Pereira,R,19880720.0,BRA,168.0,Q34410,Teliana Pereira,WTA
202701,Irina,Khromacheva,L,19950512.0,RUS,170.0,Q2187618,Irina Khromacheva,WTA
202702,Tereza,Smitkova,R,19941010.0,CZE,176.0,Q13377560,Tereza Smitkova,WTA
202705,Veronica,Cepede Royg,R,19920121.0,PAR,163.0,Q438508,Veronica Cepede Royg,WTA
202707,Myrtille,Georges,R,19901221.0,FRA,174.0,Q6948568,Myrtille Georges,WTA
202879,Tiffany,Cornelius,R,19890113.0,LUX,,Q27355602,Tiffany Cornelius,WTA
202916,Georgina,Garcia Perez,U,19920513.0,ESP,187.0,Q21402261,Georgina Garcia Perez,WTA
203236,Angelina,Gabueva,U,19881207.0,RUS,,Q18338409,Angelina Gabueva,WTA
203281,Amandine,Hesse,R,19930116.0,FRA,164.0,Q1394777,Amandine Hesse,WTA
203288,Jia Jing,Lu,R,19891118.0,CHN,173.0,Q17281094,Jia Jing Lu,WTA
203297,Nadiya,Kichenok,R,19920720.0,UKR,172.0,Q4222571,Nadiya Kichenok,WTA
203325,Martina,Di Giuseppe,R,19910210.0,ITA,,Q53855558,Martina Di Giuseppe,WTA
203354,Martina,Trevisan,L,19931103.0,ITA,160.0,Q28758348,Martina Trevisan,WTA
203379,Marina,Melnikova,R,19890205.0,RUS,173.0,Q6452511,Marina Melnikova,WTA
203389,Danielle,Collins,R,19931213.0,USA,178.0,Q17523802,Danielle Collins,WTA
203398,Danielle,Lao,R,19910528.0,USA,160.0,Q18044538,Danielle Lao,WTA
203435,Dalila,Jakupovic,R,19910324.0,SLO,178.0,Q15830617,Dalila Jakupovic,WTA
203462,Kateryna,Baindl,R,19940220.0,UKR,175.0,Q4226809,Kateryna Baindl,WTA
203463,Nuria,Parrizas Diaz,R,19910715.0,ESP,167.0,Q42904647,Nuria Parrizas Diaz,WTA
203475,Carol,Zhao,R,19950620.0,CAN,165.0,Q3702485,Carol Zhao,WTA
203500,Sachia,Vickery,R,19950511.0,USA,162.0,Q14646554,Sachia Vickery,WTA
203501,Taylor,Townsend,L,19960416.0,USA,170.0,Q766964,Taylor Townsend,WTA
203509,Diana,Marcinkevica,R,19920803.0,LAT,170.0,Q2805247,Diana Marcinkevica,WTA
203513,Robin,Anderson,R,19930412.0,USA,160.0,Q23059598,Robin Anderson,WTA
203514,Katarzyna,Kawa,R,19921117.0,POL,178.0,Q15770368,Katarzyna Kawa,WTA
203521,Andrea,Gamiz,R,19921031.0,VEN,162.0,Q4755117,Andrea Gamiz,WTA
203530,Viktorija,Golubic,R,19921016.0,SUI,169.0,Q7929924,Viktorija Golubic,WTA
203533,Anna Karolina,Schmiedlova,R,19940913.0,SVK,176.0,Q138094,Anna Karolina Schmiedlova,WTA
203542,Daria,Mironova,R,19930409.0,RUS,,Q61058445,Daria Mironova,WTA
203562,Erin,Routliffe,R,19950411.0,CAN,188.0,Q20895299,Erin Routliffe,WTA
203564,Chloe,Paquet,R,19940701.0,FRA,179.0,Q16956915,Chloe Paquet,WTA
203575,Danka,Kovinic,R,19941118.0,MNE,169.0,Q5219935,Danka Kovinic,WTA
203578,Fangzhou,Liu,R,19951212.0,CHN,180.0,Q15491968,Fangzhou Liu,WTA
204223,Peangtarn,Plipuech,R,19921115.0,THA,169.0,Q7157914,Peangtarn Plipuech,WTA
204246,Lesley,Pattinama Kerkhove,R,19911104.0,NED,172.0,Q14942839,Lesley Pattinama Kerkhove,WTA
204291,Na Lae,Han,L,19920706.0,KOR,,Q18044011,Na Lae Han,WTA
204294,Su Jeong,Jang,R,19950313.0,KOR,,Q14941252,Su Jeong Jang,WTA
204309,Stephanie,Wagner,R,19940917.0,GER,180.0,Q63992129,Stephanie Wagner,WTA
204355,Katherine,Westbury,R,19930314.0,THA,177.0,Q18710881,Katherine Westbury,WTA
204356,Emily,Fanning,U,19950613.0,NZL,,Q5372159,Emily Fanning,WTA
204376,Demi,Schuurs,R,19930801.0,NED,170.0,Q3210313,Demi Schuurs,WTA
204394,Valentini,Grammatikopoulou,U,19970209.0,GRE,,Q16399655,Valentini Grammatikopoulou,WTA
204411,Storm,Hunter,L,19940811.0,AUS,166.0,Q7620174,Storm Hunter,WTA
204419,Ana Sofia,Sanchez,L,19940413.0,MEX,,Q4750504,Ana Sofia Sanchez,WTA
204420,Marcela,Zacarias,R,19940326.0,MEX,,Q622958,Marcela Zacarias,WTA
204426,Anett,Kontaveit,R,19951224.0,EST,174.0,Q639366,Anett Kontaveit,WTA
204427,Sara,Sorribes Tormo,R,19961008.0,ESP,176.0,Q17750103,Sara Sorribes Tormo,WTA
204430,Antonia,Lottner,R,19960813.0,GER,185.0,Q122632,Antonia Lottner,WTA
204431,Anna Lena,Friedsam,R,19940201.0,GER,,Q91683,Anna Lena Friedsam,WTA
204434,Ysaline,Bonaventure,L,19940829.0,BEL,178.0,Q2511279,Ysaline Bonaventure,WTA
205344,Beatrice,Gumulya,R,19910101.0,INA,161.0,Q4877155,Beatrice Gumulya,WTA
205462,Melisa,Morales,R,19901204.0,GUA,,Q27536148,Melisa Morales,WTA
205714,Julie,Gervais,U,19910722.0,FRA,,Q24228908,Julie Gervais,WTA
205723,Anna,Zaja,R,19910625.0,GER,183.0,Q4767632,Anna Zaja,WTA
205789,Na Ri,Kim,U,19900404.0,KOR,,Q20873426,Na Ri Kim,WTA
205815,Eri,Hozumi,R,19940217.0,JPN,168.0,Q14626025,Eri Hozumi,WTA
205892,Giuliana,Olmos,R,19930304.0,MEX,170.0,Q22351214,Giuliana Olmos,WTA
205918,Ulrikke,Eikeri,R,19921216.0,NOR,,Q1618183,Ulrikke Eikeri,WTA
205925,Aliaksandra,Sasnovich,R,19940322.0,BLR,174.0,Q4725560,Aliaksandra Sasnovich,WTA
206007,Laura,Pigossi,R,19940802.0,BRA,164.0,Q6499315,Laura Pigossi,WTA
206037,Daniela,Seguel,U,19921115.0,CHI,171.0,Q12857410,Daniela Seguel,WTA
206102,Ankita,Raina,R,19930111.0,IND,163.0,Q4766073,Ankita Raina,WTA
206105,Rutuja,Bhosale,R,19960327.0,IND,,Q7383549,Rutuja Bhosale,WTA
206107,Zhaoxuan,Yang,R,19950211.0,CHN,,Q15478936,Zhaoxuan Yang,WTA
206108,Jennifer,Brady,R,19950412.0,USA,178.0,Q17612134,Jennifer Brady,WTA
206124,Tereza,Martincova,R,19941024.0,CZE,178.0,Q13426427,Tereza Martincova,WTA
206175,Tess,Sugnaux,R,19950303.0,SUI,,Q19309903,Tess Sugnaux,WTA
206194,Gabriela,Ce,L,19930303.0,BRA,,Q15711370,Gabriela Ce,WTA
206219,Oceane,Dodin,R,19961024.0,FRA,,Q18328123,Oceane Dodin,WTA
206242,Beatriz,Haddad Maia,L,19960530.0,BRA,185.0,Q2380901,Beatriz Haddad Maia,WTA
206248,Iva,Primorac,U,19960410.0,CRO,,Q105712051,Iva Primorac,WTA
206252,Barbora,Krejcikova,R,19951218.0,CZE,178.0,Q11052500,Barbora Krejcikova,WTA
206255,Patricia Maria,Tig,R,19940727.0,ROU,,Q19632335,Patricia Maria Tig,WTA
206289,Maria,Sakkari,R,19950725.0,GRE,172.0,Q6761562,Maria Sakkari,WTA
206292,Astra,Sharma,R,19950911.0,AUS,178.0,Q45696181,Astra Sharma,WTA
206294,Yue,Yuan,R,19980925.0,CHN,184.0,,Yue Yuan,WTA
206335,Jesika,Maleckova,R,19940816.0,CZE,,Q23715582,Jesika Maleckova,WTA
206336,Julia,Stamatova,L,19930604.0,BUL,,Q13512703,Julia Stamatova,WTA
206345,Victoria,Bosio,R,19941003.0,ARG,,Q16492404,Victoria Bosio,WTA
206349,Mayo,Hibi,R,19960403.0,JPN,165.0,Q13646075,Mayo Hibi,WTA
206362,Naiktha,Bains,R,19971217.0,GBR,174.0,Q15621304,Naiktha Bains,WTA
206363,Anna,Danilina,R,19950820.0,KAZ,,Q4766943,Anna Danilina,WTA
206368,Veronika,Kudermetova,R,19970424.0,RUS,175.0,Q14618664,Veronika Kudermetova,WTA
206374,Yafan,Wang,R,19940430.0,CHN,170.0,Q15469035,Yafan Wang,WTA
206387,Aymet,Uzcategui,U,19951201.0,VEN,,Q26132241,Aymet Uzcategui,WTA
206391,Ellen,Perez,L,19951010.0,AUS,169.0,Q22086227,Ellen Perez,WTA
206408,Nadia,Podoroska,R,19970210.0,ARG,170.0,Q16496064,Nadia Podoroska,WTA
206417,Leolia,Jeanjean,R,19950814.0,FRA,,Q107608347,Leolia Jeanjean,WTA
206420,Ekaterina,Alexandrova,R,19941115.0,RUS,175.0,Q23719121,Ekaterina Alexandrova,WTA
206430,Carolina,Alves,U,19960423.0,BRA,,Q19281575,Carolina Alves,WTA
208531,Kirsten Andrea,Weedon,U,19890218.0,GUA,,Q33190431,Kirsten Andrea Weedon,WTA
209712,Elaine,Genovese,R,19910111.0,MLT,,Q52063108,Elaine Genovese,WTA
210046,Anna Clarice,Patrimonio,R,19931125.0,PHI,,Q27825162,Anna Clarice Patrimonio,WTA
210173,Ushna,Suhail,R,19930626.0,PAK,,Q18128484,Ushna Suhail,WTA
210174,Sarah,Mahboob Khan,R,19910209.0,PAK,,Q7422559,Sarah Mahboob Khan,WTA
210303,Kathinka,Von Deichmann,R,19940516.0,LIE,176.0,Q6376623,Kathinka Von Deichmann,WTA
210337,Natalija,Stevanovic,R,19940725.0,SRB,,Q6968276,Natalija Stevanovic,WTA
210622,Andrea,Lazaro Garcia,R,19941104.0,ESP,,Q97101712,Andrea Lazaro Garcia,WTA
210705,Irina,Bara,R,19950318.0,ROU,,Q20140204,Irina Bara,WTA
210722,Elise,Mertens,R,19951117.0,BEL,179.0,Q17381675,Elise Mertens,WTA
210738,Aldila,Sutjiadi,R,19950502.0,INA,170.0,Q26838133,Aldila Sutjiadi,WTA
210786,Anastasia,Vdovenco,R,19940420.0,MDA,,Q15217806,Anastasia Vdovenco,WTA
210847,Miriana,Tona,U,19950109.0,ITA,,Q96063370,Miriana Tona,WTA
210886,Mayar,Sherif,R,19960505.0,EGY,180.0,Q19577829,Mayar Sherif,WTA
210951,Marian Jade,Capadocia,R,19950917.0,PHI,,Q19968802,Marian Jade Capadocia,WTA
211031,Sarah Beth,Grey,L,19950810.0,GBR,,Q61751342,Sarah Beth Grey,WTA
211063,Valeriya,Strakhova,R,19950609.0,UKR,,Q20788525,Valeriya Strakhova,WTA
211095,Bernarda,Pera,L,19941203.0,USA,175.0,Q13850958,Bernarda Pera,WTA
211107,Katie,Boulter,R,19960801.0,GBR,180.0,Q16979848,Katie Boulter,WTA
211122,Charlotte,Roemer,R,19940108.0,ECU,171.0,Q18592498,Charlotte Roemer,WTA
211148,Jasmine,Paolini,R,19960104.0,ITA,160.0,Q19973674,Jasmine Paolini,WTA
211208,Ho Ching,Wu,R,19910830.0,HKG,,Q18129377,Ho Ching Wu,WTA
211216,Cristiana,Ferrando,R,19950810.0,ITA,,Q25061974,Cristiana Ferrando,WTA
211222,Jamie,Loeb,R,19950308.0,USA,168.0,Q20708205,Jamie Loeb,WTA
211225,Quinn,Gleason,R,19941110.0,USA,178.0,Q29432237,Quinn Gleason,WTA
211260,Marie,Benoit,L,19950316.0,BEL,,Q19295794,Marie Benoit,WTA
211267,Daniela,Ciobanu,R,19950309.0,MDA,,Q84566021,Daniela Ciobanu,WTA
211269,Eudice Wong,Chong,U,19960422.0,HKG,,Q27450085,Eudice Wong Chong,WTA
211279,Harriet,Dart,R,19960728.0,GBR,175.0,Q20026221,Harriet Dart,WTA
211296,Dea,Herdzelas,R,19961107.0,BIH,,Q5244997,Dea Herdzelas,WTA
211316,Jessika,Ponchet,R,19960926.0,FRA,,Q26703355,Jessika Ponchet,WTA
211337,Tamara,Korpatsch,R,19950512.0,GER,170.0,Q19924597,Tamara Korpatsch,WTA
211342,Gabriela,Lee,L,19950823.0,ROU,,Q67888435,Gabriela Lee,WTA
211344,Caroline,Uebelhoer,U,19960408.0,GER,,Q24399562,Caroline Uebelhoer,WTA
211407,Dejana,Radanovic,U,19960514.0,SRB,,Q23661765,Dejana Radanovic,WTA
211411,Nina,Stojanovic,R,19960730.0,SRB,176.0,Q15720452,Nina Stojanovic,WTA
211432,Eden,Silva,R,19960314.0,GBR,,Q24293150,Eden Silva,WTA
211456,Julia,Terziyska,R,19960305.0,BUL,180.0,Q19705202,Julia Terziyska,WTA
211529,Sandra,Samir,R,19971104.0,EGY,170.0,Q13411134,Sandra Samir,WTA
211533,Jelena,Ostapenko,R,19970608.0,LAT,177.0,Q5551564,Jelena Ostapenko,WTA
211539,Fiona,Ferro,R,19970312.0,FRA,170.0,Q16885515,Fiona Ferro,WTA
211541,Jacqueline,Cabaj Awad,R,19960128.0,SWE,,Q17418392,Jacqueline Cabaj Awad,WTA
211544,Nagi,Hanatani,R,19950307.0,JPN,,Q105745755,Nagi Hanatani,WTA
211552,Harmony,Tan,R,19970911.0,FRA,,Q18412245,Harmony Tan,WTA
211574,Mary Victoria,Cancini,R,19971008.0,VEN,,,Mary Victoria Cancini,WTA
211635,Louisa,Chirico,R,19960516.0,USA,175.0,Q12825880,Louisa Chirico,WTA
211643,Kajsa,Rinaldo Persson,R,19971111.0,SWE,,Q23001502,Kajsa Rinaldo Persson,WTA
211651,Paula,Badosa,R,19971115.0,ESP,180.0,Q19560013,Paula Badosa,WTA
211668,Riya,Bhatia,R,19970924.0,IND,,Q28736658,Riya Bhatia,WTA
211684,Magdalena,Frech,R,19971215.0,POL,171.0,Q10636559,Magdalena Frech,WTA
211685,Rebecca,Sramkova,R,19961019.0,SVK,,Q15867627,Rebecca Sramkova,WTA
